participant_id	age	sex	group
sub-3492	n/a	male	n/a
sub-3493	n/a	female	n/a
sub-3494	n/a	female	n/a
sub-3495	n/a	female	n/a
sub-3496	n/a	female	n/a
sub-3497	30.0	female	n/a
sub-3498	n/a	male	n/a
sub-3499	n/a	male	n/a
sub-3500	41.0	female	n/a
sub-3501	n/a	male	n/a
sub-3502	n/a	female	n/a
sub-3503	n/a	male	n/a
sub-3504	n/a	male	n/a
sub-3505	n/a	male	n/a
sub-3506	n/a	female	n/a
sub-3507	n/a	female	n/a
sub-3508	70.0	female	n/a
sub-3509	54.0	female	n/a
sub-3510	n/a	male	n/a
sub-3511	n/a	female	n/a
sub-3512	57.0	female	n/a
sub-3513	31.0	male	n/a
sub-3514	24.0	male	n/a
sub-3515	50.0	female	n/a
sub-3516	n/a	male	n/a
sub-3517	29.0	female	n/a
sub-3518	43.0	female	n/a
sub-3519	n/a	male	n/a
sub-3520	n/a	female	n/a
sub-3521	24.0	male	n/a
sub-3522	52.0	female	n/a
sub-3523	n/a	male	n/a
sub-3524	72.0	male	n/a
sub-3525	n/a	female	n/a
sub-3526	n/a	male	n/a
sub-3527	n/a	female	n/a
sub-3528	n/a	n/a	n/a
sub-3529	n/a	male	n/a
sub-3530	n/a	female	n/a
sub-3531	n/a	female	n/a
sub-3532	n/a	male	n/a
sub-3533	n/a	male	n/a
sub-3534	n/a	male	n/a
sub-3535	32.0	female	n/a
sub-3536	n/a	female	n/a
sub-3537	n/a	male	n/a
sub-3538	n/a	female	n/a
sub-3539	n/a	female	n/a
sub-3540	67.0	female	n/a
sub-3541	n/a	male	n/a
sub-3542	n/a	male	n/a
sub-3543	n/a	n/a	n/a
sub-3544	n/a	female	n/a
sub-3545	n/a	female	n/a
sub-3546	n/a	male	n/a
sub-3547	n/a	female	n/a
sub-3548	n/a	female	n/a
sub-3549	n/a	female	n/a
sub-3550	n/a	male	n/a
sub-3551	n/a	female	n/a
sub-3552	n/a	male	n/a
sub-3553	n/a	female	n/a
sub-3554	n/a	male	n/a
sub-3555	n/a	female	n/a
sub-3556	62.0	female	n/a
sub-3557	n/a	female	n/a
sub-3558	n/a	female	n/a
sub-3559	n/a	male	n/a
sub-3560	n/a	male	n/a
sub-3561	n/a	male	n/a
sub-3562	8.0	female	n/a
sub-3563	n/a	female	n/a
sub-3564	28.0	male	n/a
sub-3565	78.0	male	n/a
sub-3566	51.0	female	n/a
sub-3567	n/a	female	n/a
sub-3568	40.0	female	n/a
sub-3569	n/a	female	n/a
sub-3570	n/a	male	n/a
sub-3571	n/a	female	n/a
sub-3572	n/a	female	n/a
sub-3573	n/a	female	n/a
sub-3574	n/a	male	n/a
sub-3575	n/a	male	n/a
sub-3576	n/a	male	n/a
sub-3577	n/a	male	n/a
sub-3578	n/a	female	n/a
sub-3579	n/a	male	n/a
sub-3580	n/a	female	n/a
sub-3581	n/a	female	n/a
sub-3582	n/a	female	n/a
sub-3583	n/a	female	n/a
sub-3584	n/a	male	n/a
sub-3585	n/a	female	n/a
sub-3586	n/a	male	n/a
sub-3587	n/a	female	n/a
sub-3588	n/a	female	n/a
sub-3589	n/a	female	n/a
sub-3590	n/a	female	n/a
sub-3591	n/a	male	n/a
sub-3592	n/a	female	n/a
sub-3593	n/a	female	n/a
sub-3594	n/a	female	n/a
sub-3595	n/a	male	n/a
sub-3596	n/a	female	n/a
sub-3597	n/a	female	n/a
sub-3598	n/a	male	n/a
sub-3599	39.0	female	n/a
sub-3600	n/a	male	n/a
sub-3601	n/a	female	n/a
sub-3602	n/a	female	n/a
sub-3603	n/a	male	n/a
sub-3604	n/a	female	n/a
sub-3605	n/a	male	n/a
sub-3606	n/a	female	n/a
sub-3607	n/a	female	n/a
sub-3608	50.0	female	n/a
sub-3609	n/a	female	n/a
sub-3610	n/a	male	n/a
sub-3611	n/a	female	n/a
sub-3612	n/a	male	n/a
sub-3613	n/a	male	n/a
sub-3614	n/a	female	n/a
sub-3615	n/a	male	n/a
sub-3616	n/a	female	n/a
sub-3617	31.0	female	n/a
sub-3618	n/a	female	n/a
sub-3619	43.0	female	n/a
sub-3620	54.0	male	n/a
sub-3621	n/a	male	n/a
sub-3622	n/a	female	n/a
sub-3623	n/a	female	n/a
sub-3624	n/a	female	n/a
sub-3625	n/a	female	n/a
sub-3626	60.0	female	n/a
sub-3627	n/a	male	n/a
sub-3628	n/a	male	n/a
sub-3629	n/a	female	n/a
sub-3630	n/a	female	n/a
sub-3631	n/a	female	n/a
sub-3632	n/a	female	n/a
sub-3633	n/a	female	n/a
sub-3634	n/a	female	n/a
sub-3635	n/a	female	n/a
sub-3636	45.0	female	n/a
sub-3637	n/a	male	n/a
sub-3638	n/a	female	n/a
sub-3639	n/a	female	n/a
sub-3640	n/a	male	n/a
sub-3641	n/a	female	n/a
sub-3642	52.0	female	n/a
sub-3643	n/a	female	n/a
sub-3644	n/a	male	n/a
sub-3645	n/a	female	n/a
sub-3646	n/a	male	n/a
sub-3647	28.0	male	n/a
sub-3648	n/a	female	n/a
sub-3649	n/a	female	n/a
sub-3650	17.0	female	n/a
sub-3651	43.0	male	n/a
sub-3652	n/a	female	n/a
sub-3653	n/a	male	n/a
sub-3654	60.0	female	n/a
sub-3655	35.0	male	n/a
sub-3656	n/a	female	n/a
sub-3657	30.0	female	n/a
sub-3658	n/a	female	n/a
sub-3659	n/a	female	n/a
sub-3660	n/a	male	n/a
sub-3661	68.0	male	n/a
sub-3662	n/a	female	n/a
sub-3663	n/a	female	n/a
sub-3664	n/a	female	n/a
sub-3665	n/a	female	n/a
sub-3666	51.0	female	n/a
sub-3667	n/a	female	n/a
sub-3668	n/a	female	n/a
sub-3669	n/a	female	n/a
sub-3670	n/a	male	n/a
sub-3671	n/a	male	n/a
sub-3672	n/a	female	n/a
sub-3673	n/a	female	n/a
sub-3674	n/a	female	n/a
sub-3675	n/a	female	n/a
sub-3676	n/a	female	n/a
sub-3677	n/a	male	n/a
sub-3678	n/a	female	n/a
sub-3679	n/a	female	n/a
sub-3680	n/a	male	n/a
sub-3681	n/a	female	n/a
sub-3682	n/a	female	n/a
sub-3683	n/a	female	n/a
sub-3684	n/a	female	n/a
sub-3685	n/a	female	n/a
sub-3686	n/a	male	n/a
sub-3687	n/a	male	n/a
sub-3688	n/a	female	n/a
sub-3689	n/a	male	n/a
sub-3690	12.0	male	n/a
sub-3691	n/a	female	n/a
sub-3692	n/a	male	n/a
sub-3693	58.0	female	n/a
sub-3694	n/a	female	n/a
sub-3695	n/a	male	n/a
sub-3696	50.0	female	n/a
sub-3697	50.0	female	n/a
sub-3698	n/a	male	n/a
sub-3699	n/a	female	n/a
sub-3700	n/a	male	n/a
sub-3701	n/a	male	n/a
sub-3702	n/a	female	n/a
sub-3703	n/a	male	n/a
sub-3704	n/a	female	n/a
sub-3705	n/a	female	n/a
sub-3706	n/a	female	n/a
sub-3707	n/a	female	n/a
sub-3708	n/a	female	n/a
sub-3709	n/a	female	n/a
sub-3710	n/a	female	n/a
sub-3711	n/a	female	n/a
sub-3712	n/a	male	n/a
sub-3713	n/a	male	n/a
sub-3714	77.0	female	n/a
sub-3715	n/a	male	n/a
sub-3716	n/a	male	n/a
sub-3717	60.0	male	n/a
sub-3718	n/a	male	n/a
sub-3719	n/a	male	n/a
sub-3720	n/a	female	n/a
sub-3721	n/a	female	n/a
sub-3722	n/a	female	n/a
sub-3723	n/a	male	n/a
sub-3724	n/a	male	n/a
sub-3725	n/a	female	n/a
sub-3726	n/a	female	n/a
sub-3727	n/a	male	n/a
sub-3728	n/a	female	n/a
sub-3729	n/a	female	n/a
sub-3730	n/a	male	n/a
sub-3731	n/a	female	n/a
sub-3732	n/a	female	n/a
sub-3733	n/a	female	n/a
sub-3734	n/a	male	n/a
sub-3735	79.0	female	n/a
sub-3736	n/a	female	n/a
sub-3737	n/a	male	n/a
sub-3738	n/a	male	n/a
sub-3739	n/a	male	n/a
sub-3740	n/a	female	n/a
sub-3741	n/a	female	n/a
sub-3742	n/a	female	n/a
sub-3743	n/a	female	n/a
sub-3744	n/a	female	n/a
sub-3745	n/a	female	n/a
sub-3746	n/a	male	n/a
sub-3747	n/a	male	n/a
sub-3748	55.0	male	n/a
sub-3749	n/a	female	n/a
sub-3750	n/a	female	n/a
sub-3751	n/a	female	n/a
sub-3752	67.0	female	n/a
sub-3753	n/a	female	n/a
sub-3754	n/a	male	n/a
sub-3755	n/a	male	n/a
sub-3756	n/a	male	n/a
sub-3757	n/a	female	n/a
sub-3758	n/a	male	n/a
sub-3759	n/a	male	n/a
sub-3760	n/a	female	n/a
sub-3761	n/a	female	n/a
sub-3762	n/a	female	n/a
sub-3763	n/a	female	n/a
sub-3764	n/a	female	n/a
sub-3765	n/a	female	n/a
sub-3766	n/a	male	n/a
sub-3767	n/a	female	n/a
sub-3768	n/a	female	n/a
sub-3769	n/a	female	n/a
sub-3770	n/a	female	n/a
sub-3771	47.0	female	n/a
sub-3772	n/a	female	n/a
sub-3773	n/a	male	n/a
sub-3774	n/a	female	n/a
sub-3775	n/a	female	n/a
sub-3776	47.0	female	n/a
sub-3777	n/a	male	n/a
sub-3778	n/a	female	n/a
sub-3779	59.0	male	n/a
sub-3780	n/a	female	n/a
sub-3781	n/a	female	n/a
sub-3782	n/a	female	n/a
sub-3783	n/a	female	n/a
sub-3784	n/a	female	n/a
sub-3785	n/a	male	n/a
sub-3786	69.0	female	n/a
sub-3787	n/a	female	n/a
sub-3788	n/a	female	n/a
sub-3789	n/a	female	n/a
sub-3790	n/a	male	n/a
sub-3791	n/a	female	n/a
sub-3792	n/a	female	n/a
sub-3793	n/a	female	n/a
sub-3794	n/a	male	n/a
sub-3795	n/a	female	n/a
sub-3796	n/a	female	n/a
sub-3797	n/a	female	n/a
sub-3798	n/a	male	n/a
sub-3799	n/a	female	n/a
sub-3800	n/a	male	n/a
sub-3801	n/a	female	n/a
sub-3802	n/a	female	n/a
sub-3803	n/a	female	n/a
sub-3804	46.0	male	n/a
sub-3805	n/a	female	n/a
sub-3806	n/a	female	n/a
sub-3807	n/a	female	n/a
sub-3808	13.0	male	n/a
sub-3809	n/a	female	n/a
sub-3810	14.0	female	n/a
sub-3811	n/a	male	n/a
sub-3812	n/a	female	n/a
sub-3813	20.0	male	n/a
sub-3814	n/a	female	n/a
sub-3815	34.0	female	n/a
sub-3816	n/a	female	n/a
sub-3817	n/a	female	n/a
sub-3818	68.0	female	n/a
sub-3819	n/a	male	n/a
sub-3820	n/a	female	n/a
sub-3821	n/a	female	n/a
sub-3822	n/a	female	n/a
sub-3823	n/a	male	n/a
sub-3824	n/a	female	n/a
sub-3825	n/a	female	n/a
sub-3826	n/a	female	n/a
sub-3827	n/a	female	n/a
sub-3828	n/a	female	n/a
sub-3829	n/a	female	n/a
sub-3830	n/a	male	n/a
sub-3831	n/a	female	n/a
sub-3832	n/a	female	n/a
sub-3833	n/a	female	n/a
sub-3834	n/a	female	n/a
sub-3835	n/a	female	n/a
sub-3836	n/a	female	n/a
sub-3837	47.0	male	n/a
sub-3838	n/a	female	n/a
sub-3839	n/a	male	n/a
sub-3840	n/a	male	n/a
sub-3841	n/a	female	n/a
sub-3842	n/a	female	n/a
sub-3843	n/a	female	n/a
sub-3844	n/a	female	n/a
sub-3845	n/a	male	n/a
sub-3846	n/a	female	n/a
sub-3847	n/a	male	n/a
sub-3848	n/a	female	n/a
sub-3849	n/a	male	n/a
sub-3850	n/a	n/a	n/a
sub-3851	n/a	female	n/a
sub-3852	n/a	male	n/a
sub-3853	42.0	female	n/a
sub-3854	n/a	female	n/a
sub-3855	n/a	female	n/a
sub-3856	n/a	female	n/a
sub-3857	n/a	female	n/a
sub-3858	n/a	male	n/a
sub-3859	n/a	female	n/a
sub-3860	40.0	female	n/a
sub-3861	n/a	female	n/a
sub-3862	n/a	female	n/a
sub-3863	n/a	female	n/a
sub-3864	n/a	female	n/a
sub-3865	n/a	female	n/a
sub-3866	n/a	male	n/a
sub-3867	n/a	male	n/a
sub-3868	n/a	female	n/a
sub-3869	67.0	female	n/a
sub-3870	n/a	female	n/a
sub-3871	n/a	female	n/a
sub-3872	n/a	male	n/a
sub-3873	n/a	female	n/a
sub-3874	n/a	female	n/a
sub-3875	n/a	male	n/a
sub-3876	n/a	female	n/a
sub-3877	n/a	female	n/a
sub-3878	n/a	female	n/a
sub-3879	n/a	female	n/a
sub-3880	n/a	female	n/a
sub-3881	n/a	female	n/a
sub-3882	n/a	female	n/a
sub-3883	n/a	female	n/a
sub-3884	8.0	female	n/a
sub-3885	n/a	female	n/a
sub-3886	n/a	female	n/a
sub-3887	65.0	female	n/a
sub-3888	56.0	female	n/a
sub-3889	n/a	female	n/a
sub-3890	n/a	male	n/a
sub-3891	n/a	female	n/a
sub-3892	n/a	female	n/a
sub-3893	n/a	female	n/a
sub-3894	n/a	female	n/a
sub-3895	n/a	female	n/a
sub-3896	n/a	female	n/a
sub-3897	n/a	female	n/a
sub-3898	n/a	male	n/a
sub-3899	47.0	female	n/a
sub-3900	n/a	female	n/a
sub-3901	58.0	male	n/a
sub-3902	n/a	female	n/a
sub-3903	n/a	female	n/a
sub-3904	46.0	male	n/a
sub-3905	n/a	male	n/a
sub-3906	n/a	female	n/a
sub-3907	n/a	female	n/a
sub-3908	n/a	male	n/a
sub-3909	n/a	female	n/a
sub-3910	n/a	female	n/a
sub-3911	n/a	female	n/a
sub-3912	n/a	female	n/a
sub-3913	n/a	female	n/a
sub-3914	n/a	female	n/a
sub-3915	n/a	male	n/a
sub-3916	n/a	male	n/a
sub-3917	13.0	female	n/a
sub-3918	n/a	male	n/a
sub-3919	n/a	female	n/a
sub-3920	78.0	female	n/a
sub-3921	n/a	female	n/a
sub-3922	n/a	male	n/a
sub-3923	n/a	female	n/a
sub-3924	n/a	female	n/a
sub-3925	46.0	female	n/a
sub-3926	n/a	male	n/a
sub-3927	n/a	male	n/a
sub-3928	n/a	male	n/a
sub-3929	n/a	male	n/a
sub-3930	n/a	male	n/a
sub-3931	n/a	n/a	n/a
sub-3932	n/a	male	n/a
sub-3933	n/a	female	n/a
sub-3934	n/a	female	n/a
sub-3935	n/a	female	n/a
sub-3936	n/a	female	n/a
sub-3937	49.0	female	n/a
sub-3938	n/a	female	n/a
sub-3939	n/a	female	n/a
sub-3940	n/a	female	n/a
sub-3941	n/a	female	n/a
sub-3942	43.0	female	n/a
sub-3943	n/a	female	n/a
sub-3944	n/a	female	n/a
sub-3945	n/a	male	n/a
sub-3946	n/a	female	n/a
sub-3947	n/a	female	n/a
sub-3948	n/a	male	n/a
sub-3949	43.0	female	n/a
sub-3950	n/a	male	n/a
sub-3951	n/a	male	n/a
sub-3952	n/a	female	n/a
sub-3953	n/a	female	n/a
sub-3954	n/a	female	n/a
sub-3955	n/a	male	n/a
sub-3956	n/a	female	n/a
sub-3957	73.0	female	n/a
sub-3958	n/a	female	n/a
sub-3959	n/a	female	n/a
sub-3960	n/a	male	n/a
sub-3961	n/a	female	n/a
sub-3962	n/a	female	n/a
sub-3963	n/a	male	n/a
sub-3964	69.0	male	n/a
sub-3965	n/a	n/a	n/a
sub-3966	30.0	male	n/a
sub-3967	n/a	male	n/a
sub-3968	n/a	female	n/a
sub-3969	n/a	female	n/a
sub-3970	n/a	female	n/a
sub-3971	73.0	female	n/a
sub-3972	n/a	female	n/a
sub-3973	n/a	female	n/a
sub-3974	35.0	female	n/a
sub-3975	n/a	male	n/a
sub-3976	n/a	female	n/a
sub-3977	n/a	male	n/a
sub-3978	71.0	female	n/a
sub-3979	26.0	female	n/a
sub-3980	n/a	female	n/a
sub-3981	n/a	female	n/a
sub-3982	n/a	male	n/a
sub-3983	63.0	female	n/a
sub-3984	n/a	female	n/a
sub-3985	n/a	female	n/a
sub-3986	n/a	female	n/a
sub-3987	n/a	n/a	n/a
sub-3988	n/a	female	n/a
sub-3989	n/a	female	n/a
sub-3990	n/a	female	n/a
sub-3991	n/a	male	n/a
sub-3992	n/a	male	n/a
sub-3993	n/a	male	n/a
sub-3994	n/a	male	n/a
sub-3995	n/a	female	n/a
sub-3996	n/a	male	n/a
sub-3997	n/a	male	n/a
sub-3998	n/a	female	n/a
sub-3999	n/a	female	n/a
sub-4000	n/a	n/a	n/a
sub-4001	n/a	female	n/a
sub-4002	n/a	female	n/a
sub-4003	83.0	female	n/a
sub-4004	n/a	female	n/a
sub-4005	n/a	female	n/a
sub-4006	n/a	female	n/a
sub-4007	90.0	male	n/a
sub-4008	n/a	female	n/a
sub-4009	n/a	male	n/a
sub-4010	n/a	male	n/a
sub-4011	66.0	female	n/a
sub-4012	n/a	female	n/a
sub-4013	n/a	female	n/a
sub-4014	n/a	female	n/a
sub-4015	n/a	female	n/a
sub-4016	n/a	female	n/a
sub-4017	n/a	male	n/a
sub-4018	n/a	male	n/a
sub-4019	n/a	female	n/a
sub-4020	n/a	female	n/a
sub-4021	n/a	female	n/a
sub-4022	n/a	female	n/a
sub-4023	n/a	n/a	n/a
sub-4024	n/a	n/a	n/a
sub-4025	28.0	female	n/a
sub-4026	44.0	male	n/a
sub-4027	n/a	female	n/a
sub-4028	10.0	female	n/a
sub-4029	n/a	female	n/a
sub-4030	52.0	male	n/a
sub-4031	n/a	male	n/a
sub-4032	64.0	female	n/a
sub-4033	n/a	male	n/a
sub-4034	41.0	female	n/a
sub-4035	68.0	male	n/a
sub-4036	n/a	female	n/a
sub-4037	n/a	female	n/a
sub-4038	n/a	female	n/a
sub-4039	26.0	male	n/a
sub-4040	n/a	female	n/a
sub-4041	50.0	male	n/a
sub-4042	n/a	female	n/a
sub-4043	n/a	female	n/a
sub-4044	n/a	female	n/a
sub-4045	n/a	male	n/a
sub-4046	n/a	female	n/a
sub-4047	n/a	female	n/a
sub-4048	n/a	female	n/a
sub-4049	n/a	female	n/a
sub-4050	n/a	male	n/a
sub-4051	n/a	female	n/a
sub-4052	n/a	male	n/a
sub-4053	n/a	male	n/a
sub-4054	n/a	male	n/a
sub-4055	n/a	female	n/a
sub-4056	n/a	female	n/a
sub-4057	n/a	female	n/a
sub-4058	55.0	female	n/a
sub-4059	n/a	female	n/a
sub-4060	n/a	female	n/a
sub-4061	n/a	female	n/a
sub-4062	n/a	female	n/a
sub-4063	n/a	male	n/a
sub-4064	39.0	female	n/a
sub-4065	n/a	female	n/a
sub-4066	n/a	female	n/a
sub-4067	68.0	male	n/a
sub-4068	n/a	female	n/a
sub-4069	n/a	male	n/a
sub-4070	n/a	female	n/a
sub-4071	n/a	female	n/a
sub-4072	n/a	male	n/a
sub-4073	n/a	female	n/a
sub-4074	67.0	female	n/a
sub-4075	n/a	male	n/a
sub-4076	n/a	male	n/a
sub-4077	n/a	male	n/a
sub-4078	49.0	female	n/a
sub-4079	75.0	female	n/a
sub-4080	69.0	female	n/a
sub-4081	27.0	female	n/a
sub-4082	n/a	female	n/a
sub-4083	n/a	male	n/a
sub-4084	n/a	female	n/a
sub-4085	n/a	female	n/a
sub-4086	38.0	male	n/a
sub-4087	n/a	female	n/a
sub-4088	n/a	female	n/a
sub-4089	n/a	female	n/a
sub-4090	n/a	male	n/a
sub-4091	52.0	female	n/a
sub-4092	46.0	female	n/a
sub-4093	n/a	female	n/a
sub-4094	n/a	female	n/a
sub-4095	n/a	male	n/a
sub-4096	n/a	female	n/a
sub-4097	n/a	female	n/a
sub-4098	n/a	male	n/a
sub-4099	n/a	female	n/a
sub-4100	n/a	male	n/a
sub-4101	10.0	female	n/a
sub-4102	62.0	male	n/a
sub-4103	n/a	female	n/a
sub-4104	13.0	female	n/a
sub-4105	n/a	female	n/a
sub-4106	n/a	male	n/a
sub-4107	n/a	male	n/a
sub-4108	n/a	female	n/a
sub-4109	n/a	female	n/a
sub-4110	n/a	female	n/a
sub-4111	n/a	male	n/a
sub-4112	39.0	female	n/a
sub-4113	23.0	female	n/a
sub-4114	n/a	female	n/a
sub-4115	n/a	male	n/a
sub-4116	36.0	female	n/a
sub-4117	n/a	male	n/a
sub-4118	n/a	male	n/a
sub-4119	n/a	male	n/a
sub-4120	43.0	female	n/a
sub-4121	n/a	female	n/a
sub-4122	n/a	female	n/a
sub-4123	62.0	male	n/a
sub-4124	n/a	male	n/a
sub-4125	47.0	female	n/a
sub-4126	n/a	female	n/a
sub-4127	n/a	female	n/a
sub-4128	n/a	female	n/a
sub-4129	n/a	female	n/a
sub-4130	n/a	female	n/a
sub-4131	n/a	female	n/a
sub-4132	n/a	female	n/a
sub-4133	52.0	male	n/a
sub-4134	n/a	male	n/a
sub-4135	n/a	female	n/a
sub-4136	n/a	female	n/a
sub-4137	n/a	female	n/a
sub-4138	48.0	male	n/a
sub-4139	45.0	female	n/a
sub-4140	n/a	female	n/a
sub-4141	n/a	male	n/a
sub-4142	n/a	female	n/a
sub-4143	n/a	female	n/a
sub-4144	n/a	female	n/a
sub-4145	n/a	female	n/a
sub-4146	48.0	female	n/a
sub-4147	n/a	male	n/a
sub-4148	58.0	male	n/a
sub-4149	n/a	female	n/a
sub-4150	n/a	male	n/a
sub-4151	n/a	male	n/a
sub-4152	n/a	female	n/a
sub-4153	n/a	male	n/a
sub-4154	17.0	female	n/a
sub-4155	n/a	male	n/a
sub-4156	n/a	female	n/a
sub-4157	38.0	male	n/a
sub-4158	n/a	female	n/a
sub-4159	n/a	female	n/a
sub-4160	n/a	female	n/a
sub-4161	n/a	female	n/a
sub-4162	n/a	female	n/a
sub-4163	n/a	female	n/a
sub-4164	n/a	female	n/a
sub-4165	n/a	female	n/a
sub-4166	45.0	female	n/a
sub-4167	n/a	female	n/a
sub-4168	n/a	male	n/a
sub-4169	n/a	male	n/a
sub-4170	51.0	female	n/a
sub-4171	n/a	female	n/a
sub-4172	n/a	female	n/a
sub-4173	48.0	female	n/a
sub-4174	n/a	female	n/a
sub-4175	n/a	female	n/a
sub-4176	n/a	male	n/a
sub-4177	n/a	male	n/a
sub-4178	n/a	female	n/a
sub-4179	35.0	female	n/a
sub-4180	n/a	male	n/a
sub-4181	n/a	female	n/a
sub-4182	64.0	female	n/a
sub-4183	n/a	female	n/a
sub-4184	36.0	female	n/a
sub-4185	n/a	female	n/a
sub-4186	n/a	female	n/a
sub-4187	n/a	female	n/a
sub-4188	n/a	female	n/a
sub-4189	n/a	female	n/a
sub-4190	n/a	female	n/a
sub-4191	75.0	male	n/a
sub-4192	n/a	male	n/a
sub-4193	43.0	female	n/a
sub-4194	n/a	female	n/a
sub-4195	n/a	male	n/a
sub-4196	n/a	female	n/a
sub-4197	n/a	female	n/a
sub-4198	n/a	female	n/a
sub-4199	n/a	female	n/a
sub-4200	n/a	male	n/a
sub-4201	n/a	female	n/a
sub-4202	24.0	male	n/a
sub-4203	n/a	male	n/a
sub-4204	n/a	female	n/a
sub-4205	13.0	female	n/a
sub-4206	n/a	female	n/a
sub-4207	n/a	male	n/a
sub-4208	n/a	female	n/a
sub-4209	n/a	female	n/a
sub-4210	n/a	female	n/a
sub-4211	n/a	female	n/a
sub-4212	n/a	female	n/a
sub-4213	n/a	female	n/a
sub-4214	15.0	female	n/a
sub-4215	n/a	male	n/a
sub-4216	75.0	male	n/a
sub-4217	n/a	male	n/a
sub-4218	n/a	female	n/a
sub-4219	n/a	female	n/a
sub-4220	62.0	male	n/a
sub-4221	n/a	female	n/a
sub-4222	n/a	female	n/a
sub-4223	53.0	male	n/a
sub-4224	n/a	female	n/a
sub-4225	46.0	female	n/a
sub-4226	40.0	female	n/a
sub-4227	n/a	female	n/a
sub-4228	n/a	female	n/a
sub-4229	n/a	male	n/a
sub-4230	n/a	female	n/a
sub-4231	n/a	female	n/a
sub-4232	n/a	male	n/a
sub-4233	n/a	female	n/a
sub-4234	n/a	female	n/a
sub-4235	n/a	female	n/a
sub-4236	n/a	female	n/a
sub-4237	54.0	female	n/a
sub-4238	n/a	female	n/a
sub-4239	n/a	male	n/a
sub-4240	n/a	male	n/a
sub-4241	n/a	male	n/a
sub-4242	29.0	female	n/a
sub-4243	n/a	female	n/a
sub-4244	n/a	male	n/a
sub-4245	n/a	female	n/a
sub-4246	n/a	male	n/a
sub-4247	41.0	female	n/a
sub-4248	n/a	female	n/a
sub-4249	n/a	male	n/a
sub-4250	n/a	female	n/a
sub-4251	37.0	female	n/a
sub-4252	n/a	female	n/a
sub-4253	n/a	female	n/a
sub-4254	n/a	female	n/a
sub-4255	43.0	female	n/a
sub-4256	n/a	male	n/a
sub-4257	n/a	female	n/a
sub-4258	n/a	male	n/a
sub-4259	n/a	female	n/a
sub-4260	n/a	female	n/a
sub-4261	n/a	female	n/a
sub-4262	n/a	female	n/a
sub-4263	60.0	female	n/a
sub-4264	n/a	male	n/a
sub-4265	58.0	male	n/a
sub-4266	n/a	female	n/a
sub-4267	n/a	female	n/a
sub-4268	n/a	female	n/a
sub-4269	41.0	male	n/a
sub-4270	n/a	female	n/a
sub-4271	n/a	female	n/a
sub-4272	50.0	female	n/a
sub-4273	9.0	female	n/a
sub-4274	n/a	female	n/a
sub-4275	n/a	male	n/a
sub-4276	n/a	female	n/a
sub-4277	n/a	female	n/a
sub-4278	n/a	female	n/a
sub-4279	n/a	male	n/a
sub-4280	n/a	female	n/a
sub-4281	13.0	male	n/a
sub-4282	n/a	female	n/a
sub-4283	n/a	female	n/a
sub-4284	n/a	female	n/a
sub-4285	n/a	female	n/a
sub-4286	n/a	female	n/a
sub-4287	n/a	male	n/a
sub-4288	n/a	female	n/a
sub-4289	n/a	female	n/a
sub-4290	41.0	female	n/a
sub-4291	50.0	male	n/a
sub-4292	n/a	male	n/a
sub-4293	n/a	male	n/a
sub-4294	47.0	female	n/a
sub-4295	n/a	male	n/a
sub-4296	n/a	female	n/a
sub-4297	n/a	female	n/a
sub-4298	48.0	female	n/a
sub-4299	n/a	male	n/a
sub-4300	n/a	male	n/a
sub-4301	78.0	male	n/a
sub-4302	43.0	female	n/a
sub-4303	n/a	female	n/a
sub-4304	56.0	male	n/a
sub-4305	n/a	female	n/a
sub-4306	n/a	female	n/a
sub-4307	n/a	female	n/a
sub-4308	57.0	male	n/a
sub-4309	n/a	male	n/a
sub-4310	n/a	male	n/a
sub-4311	n/a	male	n/a
sub-4312	n/a	male	n/a
sub-4313	n/a	female	n/a
sub-4314	83.0	female	n/a
sub-4315	n/a	female	n/a
sub-4316	63.0	female	n/a
sub-4317	n/a	female	n/a
sub-4318	n/a	female	n/a
sub-4319	n/a	male	n/a
sub-4320	n/a	male	n/a
sub-4321	n/a	female	n/a
sub-4322	n/a	male	n/a
sub-4323	n/a	female	n/a
sub-4324	n/a	female	n/a
sub-4325	n/a	male	n/a
sub-4326	n/a	male	n/a
sub-4327	n/a	female	n/a
sub-4328	n/a	male	n/a
sub-4329	n/a	female	n/a
sub-4330	n/a	female	n/a
sub-4331	70.0	female	n/a
sub-4332	n/a	female	n/a
sub-4333	n/a	female	n/a
sub-4334	n/a	male	n/a
sub-4335	n/a	female	n/a
sub-4336	n/a	female	n/a
sub-4337	n/a	male	n/a
sub-4338	n/a	female	n/a
sub-4339	9.0	female	n/a
sub-4340	n/a	female	n/a
sub-4341	n/a	female	n/a
sub-4342	60.0	male	n/a
sub-4343	n/a	female	n/a
sub-4344	36.0	female	n/a
sub-4345	n/a	n/a	n/a
sub-4346	n/a	female	n/a
sub-4347	42.0	female	n/a
sub-4348	n/a	female	n/a
sub-4349	n/a	female	n/a
sub-4350	n/a	female	n/a
sub-4351	n/a	female	n/a
sub-4352	n/a	female	n/a
sub-4353	75.0	male	n/a
sub-4354	n/a	female	n/a
sub-4355	n/a	male	n/a
sub-4356	n/a	female	n/a
sub-4357	n/a	female	n/a
sub-4358	n/a	female	n/a
sub-4359	n/a	female	n/a
sub-4360	51.0	female	n/a
sub-4361	60.0	male	n/a
sub-4362	n/a	female	n/a
sub-4363	n/a	female	n/a
sub-4364	n/a	female	n/a
